id,name,topic,country,country_name,url,description,provider,formats,size,records,license,license_url,access,commercial_use,cite,path
nasa-earthdata-search,NASA Earthdata Search,satellite-and-earth-observation,us,United States,https://search.earthdata.nasa.gov/,"Unified search and download across NASA's Earth science data centres covering atmosphere, land, ocean, cryosphere and human dimensions.",NASA,HDF; NetCDF; GeoTIFF; Zarr; STAC API,Tens of petabytes,"10,000+ data collections","NASA open data policy, free and open",https://www.earthdata.nasa.gov/engage/open-data-services-software-policies,registration,yes,NASA Earthdata,topics/satellite-and-earth-observation/us/dataset-02.json
landsat-collection-2-on-aws,Landsat Collection 2 on AWS,satellite-and-earth-observation,us,United States,https://registry.opendata.aws/usgs-landsat/,The full Landsat Collection 2 Level-1 and Level-2 archive staged in cloud object storage as cloud-optimised GeoTIFFs with a STAC catalogue.,USGS and AWS Open Data,COG; STAC; JSON,~2 PB,Full Landsat 1-9 archive,US Government public domain,https://www.usgs.gov/information-policies-and-instructions/copyrights-and-credits,open,yes,"USGS Landsat Collection 2, AWS Open Data Registry",topics/satellite-and-earth-observation/us/dataset-03.json
mrlc-national-land-cover-database,MRLC National Land Cover Database,satellite-and-earth-observation,us,United States,https://www.mrlc.gov/,"Thirty-metre land cover, impervious surface and tree canopy rasters for the United States, updated on a consistent classification scheme since 2001.",Multi-Resolution Land Characteristics Consortium,GeoTIFF; IMG,~100 GB,"Conterminous US coverage, multiple epochs",US Government public domain,https://www.mrlc.gov/,open,yes,"Multi-Resolution Land Characteristics Consortium, National Land Cover Database",topics/satellite-and-earth-observation/us/dataset-04.json
noaa-goes-satellite-imagery,NOAA GOES Satellite Imagery,satellite-and-earth-observation,us,United States,https://registry.opendata.aws/noaa-goes/,"Full-disk, continental and mesoscale imagery from the GOES-16 through GOES-19 geostationary satellites at up to 30-second refresh.",NOAA and AWS Open Data,NetCDF; COG,Petabyte-scale,Continuous imagery since 2017,US Government public domain,https://www.noaa.gov/information-technology/open-data-dissemination,open,yes,"NOAA GOES on AWS, NOAA Open Data Dissemination",topics/satellite-and-earth-observation/us/dataset-05.json
tfl-unified-api,TfL Unified API,taxi-and-ride-hailing,gb,United Kingdom,https://api-portal.tfl.gov.uk/,"Transport for London's single API covering journey planning, live arrivals, disruptions, cycle hire docking stations, road status and air quality.",Transport for London,REST API; JSON; XML,API,All London transport modes in real time,"TfL Open Data Licence, based on OGL",https://tfl.gov.uk/corporate/terms-and-conditions/transport-data-service,registration,yes,Transport for London Unified API,topics/taxi-and-ride-hailing/gb/dataset-01.json
tfl-open-data,TfL Open Data,taxi-and-ride-hailing,gb,United Kingdom,https://tfl.gov.uk/info-for/open-data-users/,"Bulk London transport datasets including cycle hire journeys, bus route sequences, station entry and exit counts, and taxi and private hire licensing.",Transport for London,CSV; XML; GTFS; Shapefile,Multi-GB,Millions of cycle hire journeys and station counts,"TfL Open Data Licence, based on OGL",https://tfl.gov.uk/corporate/terms-and-conditions/transport-data-service,open,yes,Transport for London Open Data,topics/taxi-and-ride-hailing/gb/dataset-02.json
dft-taxi-and-private-hire-vehicle-statistics,DfT Taxi and Private Hire Vehicle Statistics,taxi-and-ride-hailing,gb,United Kingdom,https://www.gov.uk/government/collections/taxi-statistics,"Licensed taxi and private hire vehicle and driver counts by licensing authority, with wheelchair accessibility and licensing policy detail.",Department for Transport,ODS; CSV,~100 MB,Biennial series covering all English licensing authorities,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Department for Transport, Taxi and private hire vehicle statistics",topics/taxi-and-ride-hailing/gb/dataset-03.json
london-datastore,London Datastore,taxi-and-ride-hailing,gb,United Kingdom,https://data.london.gov.uk/,"The Greater London Authority's open data portal covering transport, housing, planning, demographics, economy and environment across the capital.",Greater London Authority,CSV; GeoJSON; XLSX; REST API,Multi-GB,700+ datasets,Open Government Licence v3.0 for most datasets,https://data.london.gov.uk/,open,check,"London Datastore, Greater London Authority",topics/taxi-and-ride-hailing/gb/dataset-04.json
naptan-national-public-transport-access-nodes,NaPTAN National Public Transport Access Nodes,taxi-and-ride-hailing,gb,United Kingdom,https://beta-naptan.dft.gov.uk/,"The national register of every public transport access point in Great Britain, including bus stops, rail stations, taxi ranks and ferry terminals with coordinates.",Department for Transport,CSV; XML; GeoJSON,~500 MB,"435,000+ access nodes",Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Department for Transport, NaPTAN",topics/taxi-and-ride-hailing/gb/dataset-05.json
lta-datamall,LTA DataMall,taxi-and-ride-hailing,sg,Singapore,https://datamall.lta.gov.sg/content/datamall/en.html,"Singapore's transport data platform with real-time taxi availability, bus arrivals, traffic incidents, carpark availability, ERP rates and passenger volumes.",Land Transport Authority,REST API; JSON; CSV; Shapefile,Varies by API,60+ real-time and static datasets,Singapore Open Data Licence,https://datamall.lta.gov.sg/content/datamall/en/SingaporeOpenDataLicence.html,registration,yes,"Land Transport Authority, LTA DataMall",topics/taxi-and-ride-hailing/sg/dataset-01.json
data-gov-sg,data.gov.sg,taxi-and-ride-hailing,sg,Singapore,https://data.gov.sg/,"Singapore's central open data portal covering transport, housing, economy, environment and population, with a consistent API across datasets.",Government Technology Agency of Singapore,CSV; JSON; GeoJSON; REST API,Varies by dataset,"3,000+ datasets",Singapore Open Data Licence 1.0,https://data.gov.sg/open-data-licence,open,yes,"data.gov.sg, Government of Singapore",topics/taxi-and-ride-hailing/sg/dataset-02.json
lta-statistics-in-brief,LTA Statistics in Brief,taxi-and-ride-hailing,sg,Singapore,https://www.lta.gov.sg/content/ltagov/en/who_we_are/statistics_and_publications/statistics.html,"Annual transport statistics covering taxi and private hire fleet size, vehicle population, public transport ridership and road network length.",Land Transport Authority,PDF; XLSX; CSV,~100 MB,Annual series with historical tables,Singapore Open Data Licence,https://data.gov.sg/open-data-licence,open,yes,"Land Transport Authority, Statistics in Brief",topics/taxi-and-ride-hailing/sg/dataset-03.json
onemap-api,OneMap API,taxi-and-ride-hailing,sg,Singapore,https://www.onemap.gov.sg/apidocs/,"Singapore's authoritative mapping API providing geocoding, routing, planning-area boundaries, population queries and themed map layers.",Singapore Land Authority,REST API; JSON; GeoJSON,API,National address and boundary coverage,Singapore Open Data Licence with SLA attribution,https://www.onemap.gov.sg/legal/opendatalicence.html,registration,yes,"OneMap, Singapore Land Authority",topics/taxi-and-ride-hailing/sg/dataset-04.json
singapore-department-of-statistics-tablebuilder,Singapore Department of Statistics Tablebuilder,taxi-and-ride-hailing,sg,Singapore,https://tablebuilder.singstat.gov.sg/,"Official statistics tables covering transport expenditure, household vehicle ownership, population and economic indicators, with an open API.",Department of Statistics Singapore,REST API; CSV; XLSX,Varies by table,Thousands of statistical tables,Singapore Open Data Licence,https://www.singstat.gov.sg/terms-of-use,open,yes,"Department of Statistics Singapore, SingStat Table Builder",topics/taxi-and-ride-hailing/sg/dataset-05.json
nyc-tlc-trip-record-data,NYC TLC Trip Record Data,taxi-and-ride-hailing,us,United States,https://www.nyc.gov/site/tlc/about/tlc-trip-record-data.page,"Every yellow taxi, green taxi and high-volume for-hire trip in New York City since 2009, with timestamps, pickup and dropoff zones, distance and fare breakdown.",NYC Taxi and Limousine Commission,Parquet,~50 GB,Billions of trips since 2009,NYC Open Data Terms of Use,https://www.nyc.gov/home/terms-of-use.page,open,yes,"NYC Taxi and Limousine Commission, TLC Trip Record Data",topics/taxi-and-ride-hailing/us/dataset-01.json
chicago-taxi-trips,Chicago Taxi Trips,taxi-and-ride-hailing,us,United States,https://data.cityofchicago.org/Transportation/Taxi-Trips-2013-2023-/wrvz-psew,"Reported Chicago taxi trips with anonymised taxi identifier, timestamps, census tract, fare, tips, tolls and payment type.",City of Chicago,CSV; JSON; REST API,~40 GB,200 million+ trips,City of Chicago open data terms,https://www.chicago.gov/city/en/narr/foia/data_disclaimer.html,open,yes,"Chicago Data Portal, Taxi Trips",topics/taxi-and-ride-hailing/us/dataset-02.json
chicago-transportation-network-providers-trips,Chicago Transportation Network Providers Trips,taxi-and-ride-hailing,us,United States,https://data.cityofchicago.org/Transportation/Transportation-Network-Providers-Trips-2023-/n26f-ihde,"Ride-hailing trips reported by Uber, Lyft and Via in Chicago with pickup and dropoff tracts, fare, tip, shared-trip flag and trip duration.",City of Chicago,CSV; JSON; REST API,~50 GB,300 million+ ride-hailing trips,City of Chicago open data terms,https://www.chicago.gov/city/en/narr/foia/data_disclaimer.html,open,yes,"Chicago Data Portal, Transportation Network Providers Trips",topics/taxi-and-ride-hailing/us/dataset-03.json
nyc-tlc-licensed-vehicles-and-drivers,NYC TLC Licensed Vehicles and Drivers,taxi-and-ride-hailing,us,United States,https://data.cityofnewyork.us/Transportation/TLC-Vehicle-Licenses/pkmi-4kfn,"The register of licensed for-hire vehicles and medallions with base affiliation, vehicle type, wheelchair accessibility and licence expiry.",NYC Taxi and Limousine Commission,CSV; JSON; REST API,~500 MB,"100,000+ licensed vehicles",NYC Open Data Terms of Use,https://opendata.cityofnewyork.us/overview/,open,yes,"NYC Open Data, TLC Vehicle Licenses",topics/taxi-and-ride-hailing/us/dataset-04.json
sfmta-and-datasf-mobility-data,SFMTA and DataSF Mobility Data,taxi-and-ride-hailing,us,United States,https://datasf.org/opendata/,"San Francisco open data covering taxi trips, parking, curb regulations, scooter permits and transit performance.",City and County of San Francisco,CSV; GeoJSON; REST API,Varies by dataset,600+ published datasets,"San Francisco open data terms, public domain",https://datasf.org/opendata/,open,yes,"DataSF, San Francisco Open Data",topics/taxi-and-ride-hailing/us/dataset-05.json
ofcom-connected-nations,Ofcom Connected Nations,telecom-and-broadband,gb,United Kingdom,https://www.ofcom.org.uk/research-and-data/multi-sector-research/infrastructure-research,"Postcode-level fixed broadband and mobile coverage reporting by technology and speed band, published twice a year with underlying open data files.",Ofcom,CSV; XLSX,~5 GB,"All UK postcodes, biannual since 2013",Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Ofcom, Connected Nations",topics/telecom-and-broadband/gb/dataset-01.json
ofcom-data-and-research,Ofcom Data and Research,telecom-and-broadband,gb,United Kingdom,https://www.ofcom.org.uk/research-and-data,"Communications market research covering telecoms, broadcasting, post and online, including consumer usage, pricing and market share statistics.",Ofcom,CSV; XLSX; PDF,Varies by publication,Hundreds of research outputs,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,Ofcom research and data,topics/telecom-and-broadband/gb/dataset-02.json
ofcom-spectrum-information-system,Ofcom Spectrum Information System,telecom-and-broadband,gb,United Kingdom,https://www.ofcom.org.uk/spectrum/frequencies/spectrum-information-portal,"Register of UK spectrum licences and transmitter sites with frequency, location, power and licensee, including the wireless telegraphy register.",Ofcom,CSV; XLSX; Web,~2 GB,Hundreds of thousands of licence records,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,Ofcom Spectrum Information System,topics/telecom-and-broadband/gb/dataset-03.json
ons-internet-access-and-usage,ONS Internet Access and Usage,telecom-and-broadband,gb,United Kingdom,https://www.ons.gov.uk/businessindustryandtrade/itandinternetindustry,"Official statistics on household internet access, e-commerce activity, digital skills and ICT use by businesses.",Office for National Statistics,CSV; XLSX,Varies by series,Annual series,Open Government Licence v3.0,https://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,open,yes,"Office for National Statistics, IT and internet industry",topics/telecom-and-broadband/gb/dataset-04.json
ripe-atlas-measurements,RIPE Atlas Measurements,telecom-and-broadband,gb,United Kingdom,https://atlas.ripe.net/,"Global network of hardware and software probes running continuous ping, traceroute, DNS and TLS measurements, with strong UK and European coverage and full API access.",RIPE NCC,REST API; JSON,TB-scale archive,"12,000+ active probes worldwide",CC BY-SA 4.0 for measurement results,https://atlas.ripe.net/legal/terms-conditions/,registration,yes,"RIPE NCC, RIPE Atlas",topics/telecom-and-broadband/gb/dataset-05.json
trai-performance-indicator-reports,TRAI Performance Indicator Reports,telecom-and-broadband,in,India,https://www.trai.gov.in/,"Quarterly telecom subscriber counts, teledensity, broadband penetration, ARPU, minutes of use and internet subscriber breakdowns by circle and operator.",Telecom Regulatory Authority of India,PDF; XLSX; CSV,~2 GB,Quarterly series from 2005,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Telecom Regulatory Authority of India, Performance Indicator Reports",topics/telecom-and-broadband/in/dataset-01.json
trai-myspeed-analytics,TRAI MySpeed Analytics,telecom-and-broadband,in,India,https://myspeed.trai.gov.in/,"Crowd-sourced mobile broadband speed measurements from the regulator's app, reporting download, upload and latency by operator, technology and state.",Telecom Regulatory Authority of India,CSV; Web dashboard,~5 GB,Millions of speed tests since 2016,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,TRAI MySpeed portal,topics/telecom-and-broadband/in/dataset-02.json
data-gov-in-communication-sector,data.gov.in Communication Sector,telecom-and-broadband,in,India,https://www.data.gov.in/sector/communication,"Open government catalogue of telecom datasets covering subscriber bases, spectrum allocation, tower infrastructure, rural connectivity and postal services.",National Informatics Centre,CSV; XLSX; JSON; REST API,Varies by resource,"1,500+ communication resources",Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,Open Government Data Platform India,topics/telecom-and-broadband/in/dataset-03.json
department-of-telecommunications-annual-report,Department of Telecommunications Annual Report,telecom-and-broadband,in,India,https://dot.gov.in/reportsstatistics,"National telecom statistics on network expansion, BharatNet rural fibre rollout, spectrum auctions, licensing and universal service obligation funding.",Department of Telecommunications,PDF; XLSX,~1 GB,Annual reports with state-level infrastructure tables,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Department of Telecommunications, Ministry of Communications",topics/telecom-and-broadband/in/dataset-04.json
meity-digital-india-statistics,MeitY Digital India Statistics,telecom-and-broadband,in,India,https://www.meity.gov.in/,"Digital infrastructure and adoption statistics covering common service centres, digital payments volumes, internet penetration and electronics manufacturing.",Ministry of Electronics and Information Technology,PDF; XLSX; Web dashboard,Varies by report,National and state-level digital adoption series,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Ministry of Electronics and Information Technology, Government of India",topics/telecom-and-broadband/in/dataset-05.json
fcc-national-broadband-map,FCC National Broadband Map,telecom-and-broadband,us,United States,https://broadbandmap.fcc.gov/,"Location-level reported availability of fixed and mobile broadband by provider, technology and advertised speed, with challenge-process corrections.",Federal Communications Commission,CSV; GeoPackage; REST API,~100 GB,114 million+ serviceable locations,US Government public domain,https://www.fcc.gov/,registration,yes,FCC National Broadband Map,topics/telecom-and-broadband/us/dataset-01.json
fcc-measuring-broadband-america,FCC Measuring Broadband America,telecom-and-broadband,us,United States,https://www.fcc.gov/general/measuring-broadband-america,"Panel measurements of actual delivered speed, latency, packet loss and web loading time from instrumented home routers across major ISPs.",Federal Communications Commission,CSV; SQL,~50 GB,Millions of measurements per year since 2011,US Government public domain,https://www.fcc.gov/,open,yes,FCC Measuring Broadband America,topics/telecom-and-broadband/us/dataset-02.json
m-lab-open-internet-measurement-data,M-Lab Open Internet Measurement Data,telecom-and-broadband,us,United States,https://www.measurementlab.net/data/,"The largest open collection of internet performance tests, with per-test throughput, latency and traceroute data queryable in BigQuery.",Measurement Lab,BigQuery; JSON; Parquet,Petabyte-scale,Billions of tests since 2009,CC BY-SA 4.0,https://www.measurementlab.net/data/,open,yes,"Measurement Lab, M-Lab open data",topics/telecom-and-broadband/us/dataset-03.json
fcc-universal-licensing-system,FCC Universal Licensing System,telecom-and-broadband,us,United States,https://www.fcc.gov/wireless/systems-utilities/universal-licensing-system,"The authoritative register of US wireless spectrum licences with licensee, frequency, geography, expiry and transaction history.",Federal Communications Commission,Fixed-width; CSV; ZIP,~20 GB,Millions of active and historical licences,US Government public domain,https://www.fcc.gov/,open,yes,FCC Universal Licensing System,topics/telecom-and-broadband/us/dataset-04.json
ookla-open-data,Ookla Open Data,telecom-and-broadband,us,United States,https://registry.opendata.aws/speedtest-global-performance/,"Quarterly aggregated fixed and mobile speed test results tiled to web mercator zoom level 16, giving global download, upload and latency coverage.",Ookla,Parquet; Shapefile,~50 GB,"Global tiles, quarterly since 2019",CC BY-NC-SA 4.0,https://github.com/teamookla/ookla-open-data,open,no,Ookla Speedtest Global Performance open data,topics/telecom-and-broadband/us/dataset-05.json
ine-tourism-statistics,INE Tourism Statistics,tourism-and-hospitality,es,Spain,https://www.ine.es/dyngs/INEbase/en/categoria.htm?c=Estadistica_P&cid=1254735576863,"Official Spanish tourism statistics covering visitor arrivals, tourist expenditure, hotel occupancy, rural and campsite accommodation by province.",Instituto Nacional de Estadística,CSV; XLSX; JSON; REST API,Multi-GB,Monthly series by province and country of origin,Free reuse with attribution to INE,https://www.ine.es/ss/Satellite?L=en_GB&c=Page&cid=1254735849170&p=1254735849170&pagename=Ayuda%2FINELayout,open,yes,"Instituto Nacional de Estadística, Spain",topics/tourism-and-hospitality/es/dataset-01.json
datos-gob-es,datos.gob.es,tourism-and-hospitality,es,Spain,https://datos.gob.es/en,"Spain's national open data catalogue aggregating datasets from central, regional and municipal government, including tourism, transport and environment.",Government of Spain,CSV; JSON; XML; RDF; REST API,Varies by dataset,"80,000+ datasets",Varies; commonly CC BY 4.0,https://datos.gob.es/en,open,check,"datos.gob.es, Government of Spain",topics/tourism-and-hospitality/es/dataset-02.json
inside-airbnb-spain-cities,Inside Airbnb Spain Cities,tourism-and-hospitality,es,Spain,https://insideairbnb.com/get-the-data/,"Scraped and cleaned snapshots of Airbnb listings for Barcelona, Madrid, Mallorca, Seville, Valencia and other cities, with price, availability, reviews and geography.",Inside Airbnb,CSV; GeoJSON,~10 GB across cities,Millions of listing snapshots worldwide,CC0 1.0,https://insideairbnb.com/data-policies/,open,yes,"Inside Airbnb, http://insideairbnb.com/",topics/tourism-and-hospitality/es/dataset-03.json
eurostat-tourism-database,Eurostat Tourism Database,tourism-and-hospitality,es,Spain,https://ec.europa.eu/eurostat/web/tourism/database,"Harmonised European tourism statistics covering nights spent, occupancy, capacity and trips, comparable across all member states including Spain.",Eurostat,TSV; SDMX; REST API,~5 GB,Monthly and annual series for all EU countries,"Eurostat reuse policy, free with attribution",https://ec.europa.eu/eurostat/web/main/help/copyright-notice,open,yes,"Eurostat, tourism statistics",topics/tourism-and-hospitality/es/dataset-04.json
aemet-opendata,AEMET OpenData,tourism-and-hospitality,es,Spain,https://www.aemet.es/en/datos_abiertos/AEMET_OpenData,"Spanish meteorological agency open data with station observations, forecasts, beach and mountain conditions, widely combined with tourism demand modelling.",Agencia Estatal de Meteorología,REST API; JSON; CSV,Varies by product,"Hundreds of stations, continuous updates","AEMET reuse licence, attribution required",https://www.aemet.es/en/nota_legal,registration,yes,"Agencia Estatal de Meteorología, AEMET OpenData",topics/tourism-and-hospitality/es/dataset-05.json
japan-tourism-statistics,Japan Tourism Statistics,tourism-and-hospitality,jp,Japan,https://statistics.jnto.go.jp/en/,"Monthly inbound visitor arrivals and outbound departures by nationality, purpose of visit and port of entry, with historical series back to 1964.",Japan National Tourism Organization,XLSX; CSV; PDF,~500 MB,Monthly series from 1964,Free reuse with attribution to JNTO,https://statistics.jnto.go.jp/en/,open,yes,"Japan National Tourism Organization, Japan Tourism Statistics",topics/tourism-and-hospitality/jp/dataset-01.json
japan-tourism-agency-statistics,Japan Tourism Agency Statistics,tourism-and-hospitality,jp,Japan,https://www.mlit.go.jp/kankocho/en/siryou/toukei/index.html,"Official surveys of accommodation occupancy, inbound traveller consumption, domestic travel spending and regional visitor distribution.",Japan Tourism Agency,XLSX; CSV; PDF,~1 GB,Quarterly and monthly national surveys,"Japan Government Standard Terms of Use, CC BY compatible",https://www.mlit.go.jp/en/,open,yes,"Japan Tourism Agency, Ministry of Land, Infrastructure, Transport and Tourism",topics/tourism-and-hospitality/jp/dataset-02.json
e-stat-tourism-and-accommodation-tables,e-Stat Tourism and Accommodation Tables,tourism-and-hospitality,jp,Japan,https://www.e-stat.go.jp/en/stat-search,"Japan's unified statistics portal search covering accommodation surveys, prefecture-level visitor counts and hospitality industry economics, with a documented API.",Statistics Bureau of Japan,CSV; XLSX; REST API,Varies by table,Hundreds of thousands of statistical tables,"Japan Government Standard Terms of Use, CC BY compatible",https://www.e-stat.go.jp/en/terms-of-use,registration,yes,"e-Stat, Statistics Bureau of Japan",topics/tourism-and-hospitality/jp/dataset-03.json
japan-meteorological-agency-climate-data,Japan Meteorological Agency Climate Data,tourism-and-hospitality,jp,Japan,https://www.data.jma.go.jp/stats/etrn/index.php,"Historical temperature, rainfall, snow depth and sunshine observations by station, widely joined against tourism demand and seasonality analysis.",Japan Meteorological Agency,CSV; Web,Multi-GB,"1,300+ AMeDAS stations with long historical series","JMA terms of use, free reuse with attribution",https://www.jma.go.jp/jma/en/copyright.html,open,yes,"Japan Meteorological Agency, Climate Statistics",topics/tourism-and-hospitality/jp/dataset-04.json
japan-open-data-portal,Japan Open Data Portal,tourism-and-hospitality,jp,Japan,https://www.data.go.jp/,"The national open data catalogue aggregating datasets from every ministry and many prefectures, including tourism, transport and regional economy data.","Digital Agency, Government of Japan",CSV; XLSX; JSON; REST API,Varies by dataset,"30,000+ datasets","Japan Government Standard Terms of Use, CC BY compatible",https://www.data.go.jp/,open,yes,"data.go.jp, Digital Agency, Government of Japan",topics/tourism-and-hospitality/jp/dataset-05.json
national-travel-and-tourism-office-data,National Travel and Tourism Office Data,tourism-and-hospitality,us,United States,https://www.trade.gov/national-travel-and-tourism-office,"Official statistics on international visitor arrivals to the US, traveller characteristics, spending and outbound US travel by destination.",International Trade Administration,CSV; XLSX; REST API,~1 GB,Monthly arrival and spending series,US Government public domain,https://www.trade.gov/,open,yes,"National Travel and Tourism Office, International Trade Administration",topics/tourism-and-hospitality/us/dataset-01.json
bea-travel-and-tourism-satellite-accounts,BEA Travel and Tourism Satellite Accounts,tourism-and-hospitality,us,United States,https://www.bea.gov/data/special-topics/travel-and-tourism,"Economic accounts isolating tourism's contribution to GDP, employment and output by commodity and industry, consistent with the national accounts.",Bureau of Economic Analysis,CSV; XLSX; REST API,~500 MB,Quarterly and annual series from 1998,US Government public domain,https://www.bea.gov/,open,yes,"Bureau of Economic Analysis, Travel and Tourism Satellite Accounts",topics/tourism-and-hospitality/us/dataset-02.json
national-park-service-visitor-use-statistics,National Park Service Visitor Use Statistics,tourism-and-hospitality,us,United States,https://irma.nps.gov/Stats/,"Monthly recreation visits, overnight stays and traffic counts for every unit of the National Park System, going back to 1904 for some parks.",National Park Service,CSV; XLSX; REST API,~500 MB,400+ park units with monthly series,US Government public domain,https://www.nps.gov/aboutus/disclaimer.htm,open,yes,"National Park Service, Visitor Use Statistics",topics/tourism-and-hospitality/us/dataset-03.json
inside-airbnb-us-cities,Inside Airbnb US Cities,tourism-and-hospitality,us,United States,https://insideairbnb.com/get-the-data/,"Listing-level snapshots for New York, Los Angeles, Chicago, Austin and other US markets with nightly price, minimum stay, host portfolio size and review history.",Inside Airbnb,CSV; GeoJSON,~10 GB across cities,Millions of listing snapshots,CC0 1.0,https://insideairbnb.com/data-policies/,open,yes,"Inside Airbnb, http://insideairbnb.com/",topics/tourism-and-hospitality/us/dataset-04.json
bts-airline-origin-and-destination-survey,BTS Airline Origin and Destination Survey,tourism-and-hospitality,us,United States,https://www.transtats.bts.gov/,"A 10 percent sample of airline tickets with itinerary, fare, carrier and coupon detail, the standard source for US air travel demand and pricing research.",Bureau of Transportation Statistics,CSV; ZIP,~50 GB,Quarterly samples since 1993,US Government public domain,https://www.bts.gov/,open,yes,"Bureau of Transportation Statistics, Airline Origin and Destination Survey (DB1B)",topics/tourism-and-hospitality/us/dataset-05.json
eurostat-comext,Eurostat Comext,trade-and-customs,eu,European Union,https://ec.europa.eu/eurostat/web/international-trade-in-goods,"Detailed EU external and intra-EU trade in goods by product code, partner country, member state and transport mode, at monthly frequency.",Eurostat,TSV; SDMX; REST API; CSV,~500 GB,Billions of trade flow records since 1988,"Eurostat reuse policy, free with attribution",https://ec.europa.eu/eurostat/web/main/help/copyright-notice,open,yes,"Eurostat, Comext international trade in goods database",topics/trade-and-customs/eu/dataset-01.json
eu-customs-tariff-taric,EU Customs Tariff (TARIC),trade-and-customs,eu,European Union,https://taxation-customs.ec.europa.eu/customs-4/calculation-customs-duties/customs-tariff/eu-customs-tariff-taric_en,"The integrated tariff of the European Union with duty rates, quotas, suspensions, anti-dumping measures and prohibitions by commodity code and origin.",European Commission Directorate-General for Taxation and Customs Union,XML; REST API; Web,~10 GB,"20,000+ commodity codes with daily measure updates","European Commission reuse decision, free with attribution",https://taxation-customs.ec.europa.eu/,open,yes,"European Commission, TARIC integrated tariff",topics/trade-and-customs/eu/dataset-02.json
access2markets,Access2Markets,trade-and-customs,eu,European Union,https://trade.ec.europa.eu/access-to-markets/en/home,"Tariffs, rules of origin, trade barriers, statistics and procedures for exporting from and importing into the EU, searchable by product and market.",European Commission Directorate-General for Trade,Web; REST API; CSV,Varies by query,Coverage of 120+ export markets,"European Commission reuse decision, free with attribution",https://trade.ec.europa.eu/access-to-markets/en/home,open,yes,"European Commission, Access2Markets",topics/trade-and-customs/eu/dataset-03.json
wto-stats,WTO Stats,trade-and-customs,eu,European Union,https://stats.wto.org/,"Global merchandise and services trade statistics, tariff profiles and trade policy indicators for all WTO members, with a documented API.",World Trade Organization,CSV; REST API; XLSX,~50 GB,Annual and quarterly series from 1948,"WTO terms of use, free with attribution",https://www.wto.org/english/info_e/cpyrit_e.htm,open,check,"World Trade Organization, WTO Stats",topics/trade-and-customs/eu/dataset-04.json
eu-trade-defence-measures,EU Trade Defence Measures,trade-and-customs,eu,European Union,https://tron.trade.ec.europa.eu/investigations/,"Register of EU anti-dumping, anti-subsidy and safeguard investigations and measures, with product scope, countries concerned and duty levels.",European Commission Directorate-General for Trade,Web; PDF; CSV,~2 GB,Hundreds of active and historical cases,"European Commission reuse decision, free with attribution",https://trade.ec.europa.eu/,open,yes,"European Commission, Trade defence investigations",topics/trade-and-customs/eu/dataset-05.json
ministry-of-commerce-export-import-data-bank,Ministry of Commerce Export Import Data Bank,trade-and-customs,in,India,https://tradestat.commerce.gov.in/,"Official Indian merchandise trade statistics queryable by commodity, country, port and time period, with HS-level detail.",Ministry of Commerce and Industry,XLSX; CSV; Web query,Multi-GB,Monthly HS-level trade data since 1996,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Department of Commerce, Export Import Data Bank, Government of India",topics/trade-and-customs/in/dataset-01.json
indian-customs-icegate,Indian Customs ICEGATE,trade-and-customs,in,India,https://www.icegate.gov.in/,"Customs electronic gateway providing tariff enquiry, exchange rate notifications, trade guides and consignment tracking for Indian imports and exports.",Central Board of Indirect Taxes and Customs,Web; PDF; REST API,Varies by service,National customs coverage,Government terms of use,https://www.icegate.gov.in/,registration,check,"ICEGATE, Central Board of Indirect Taxes and Customs",topics/trade-and-customs/in/dataset-02.json
dgft-trade-notifications-and-data,DGFT Trade Notifications and Data,trade-and-customs,in,India,https://www.dgft.gov.in/CP/,"Foreign trade policy, export incentive schemes, import and export licensing data and the ITC-HS commodity classification schedules.",Directorate General of Foreign Trade,PDF; XLSX; Web,~2 GB,Policy and licensing records,Government Open Data License - India,https://www.data.gov.in/government-open-data-license-india,open,yes,"Directorate General of Foreign Trade, Ministry of Commerce and Industry",topics/trade-and-customs/in/dataset-03.json
rbi-balance-of-payments-and-trade-statistics,RBI Balance of Payments and Trade Statistics,trade-and-customs,in,India,https://data.rbi.org.in/,"Central bank statistics on merchandise and invisible trade, balance of payments, external debt and foreign investment flows.",Reserve Bank of India,CSV; XLSX; Web query,Multi-GB,Quarterly and annual series since 1949,Free reuse with attribution to RBI,https://www.rbi.org.in/Scripts/Copyright.aspx,open,yes,"Reserve Bank of India, Database on Indian Economy",topics/trade-and-customs/in/dataset-04.json
